WILAYAH,KECAMATAN,NAMA FASKES (Rumah Sakit dan Puskesmas),Jenis Penyakit,Januari,latitude,longitude
Surabaya Selatan,Sawahan,Puskesmas Pakis,Neoplasma,42.0,-7.28177405,112.72848119117782
Surabaya Selatan,Sawahan,Puskesmas Pakis,Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun,5.0,-7.28177405,112.72848119117782
Surabaya Selatan,Sawahan,Puskesmas Pakis,"Endokrin, nutrisi dan gangguan metabolik",261.0,-7.28177405,112.72848119117782
Surabaya Selatan,Sawahan,Puskesmas Pakis,Gangguan jiwa dan perilaku,39.0,-7.28177405,112.72848119117782
Surabaya Selatan,Sawahan,Puskesmas Pakis,Penyakit yang mengenai sistem syaraf,92.0,-7.28177405,112.72848119117782
Surabaya Selatan,Sawahan,Puskesmas Pakis,Penyakit mata dan adnexa,149.0,-7.28177405,112.72848119117782
Surabaya Selatan,Sawahan,Puskesmas Pakis,Penyakit telinga dan mastoid,58.0,-7.28177405,112.72848119117782
Surabaya Selatan,Sawahan,Puskesmas Pakis,Penyakit pada sistem sirkulasi,288.0,-7.28177405,112.72848119117782
Surabaya Selatan,Sawahan,Puskesmas Pakis,Penyakit pada sistem pernafasan,594.0,-7.28177405,112.72848119117782
Surabaya Selatan,Sawahan,Puskesmas Pakis,Penyakit pada sistem pencernaan,496.0,-7.28177405,112.72848119117782
Surabaya Selatan,Sawahan,Puskesmas Pakis,Penyakit pada kulit dan jaringan subcutaneous,104.0,-7.28177405,112.72848119117782
Surabaya Selatan,Sawahan,Puskesmas Pakis,Penyakit pada sistem musculoskletal,241.0,-7.28177405,112.72848119117782
Surabaya Selatan,Sawahan,Puskesmas Pakis,Penyakit pada sistem saluran kemih dan genital,70.0,-7.28177405,112.72848119117782
Surabaya Selatan,Sawahan,Puskesmas Pakis,Kehamilan dan kelahiran,17.0,-7.28177405,112.72848119117782
Surabaya Selatan,Sawahan,Puskesmas Pakis,Keadaan yang berasal dari periode perinatal,8.0,-7.28177405,112.72848119117782
Surabaya Selatan,Sawahan,Puskesmas Pakis,"Malformasi kongenital, deformasi dan kelainan chromosom",5.0,-7.28177405,112.72848119117782
Surabaya Selatan,Sawahan,Puskesmas Pakis,"Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain",150.0,-7.28177405,112.72848119117782
Surabaya Selatan,Sawahan,Puskesmas Pakis,"Keracunan, cedera dan beberapa penyebab yang dari luar",76.0,-7.28177405,112.72848119117782
Surabaya Selatan,Sawahan,Puskesmas Pakis,Penyebab morbiditas dan kematian eksternal,1.0,-7.28177405,112.72848119117782
Surabaya Selatan,Sawahan,Puskesmas Pakis,Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan,537.0,-7.28177405,112.72848119117782
Surabaya Utara,Semampir,Puskesmas Pegirian,Penyakit Infeksi dan parasit,244.0,-7.224634399999999,112.74691545896945
Surabaya Utara,Semampir,Puskesmas Pegirian,Neoplasma,2.0,-7.224634399999999,112.74691545896945
Surabaya Utara,Semampir,Puskesmas Pegirian,Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun,2.0,-7.224634399999999,112.74691545896945
Surabaya Utara,Semampir,Puskesmas Pegirian,"Endokrin, nutrisi dan gangguan metabolik",96.0,-7.224634399999999,112.74691545896945
Surabaya Utara,Semampir,Puskesmas Pegirian,Gangguan jiwa dan perilaku,8.0,-7.224634399999999,112.74691545896945
Surabaya Utara,Semampir,Puskesmas Pegirian,Penyakit yang mengenai sistem syaraf,22.0,-7.224634399999999,112.74691545896945
Surabaya Utara,Semampir,Puskesmas Pegirian,Penyakit mata dan adnexa,52.0,-7.224634399999999,112.74691545896945
Surabaya Utara,Semampir,Puskesmas Pegirian,Penyakit telinga dan mastoid,44.0,-7.224634399999999,112.74691545896945
Surabaya Utara,Semampir,Puskesmas Pegirian,Penyakit pada sistem sirkulasi,67.0,-7.224634399999999,112.74691545896945
Surabaya Utara,Semampir,Puskesmas Pegirian,Penyakit pada sistem pernafasan,735.0,-7.224634399999999,112.74691545896945
Surabaya Utara,Semampir,Puskesmas Pegirian,Penyakit pada sistem pencernaan,344.0,-7.224634399999999,112.74691545896945
Surabaya Utara,Semampir,Puskesmas Pegirian,Penyakit pada kulit dan jaringan subcutaneous,195.0,-7.224634399999999,112.74691545896945
Surabaya Utara,Semampir,Puskesmas Pegirian,Penyakit pada sistem musculoskletal,176.0,-7.224634399999999,112.74691545896945
Surabaya Utara,Semampir,Puskesmas Pegirian,Penyakit pada sistem saluran kemih dan genital,22.0,-7.224634399999999,112.74691545896945
Surabaya Utara,Semampir,Puskesmas Pegirian,Kehamilan dan kelahiran,46.0,-7.224634399999999,112.74691545896945
Surabaya Utara,Semampir,Puskesmas Pegirian,Keadaan yang berasal dari periode perinatal,1.0,-7.224634399999999,112.74691545896945
Surabaya Utara,Semampir,Puskesmas Pegirian,"Malformasi kongenital, deformasi dan kelainan chromosom",3.0,-7.224634399999999,112.74691545896945
Surabaya Utara,Semampir,Puskesmas Pegirian,"Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain",65.0,-7.224634399999999,112.74691545896945
Surabaya Utara,Semampir,Puskesmas Pegirian,"Keracunan, cedera dan beberapa penyebab yang dari luar",33.0,-7.224634399999999,112.74691545896945
Surabaya Utara,Semampir,Puskesmas Pegirian,Penyebab morbiditas dan kematian eksternal,0.0,-7.224634399999999,112.74691545896945
Surabaya Utara,Semampir,Puskesmas Pegirian,Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan,379.0,-7.224634399999999,112.74691545896945
Surabaya Pusat,Genteng,Puskesmas Peneleh,Penyakit Infeksi dan parasit,190.0,-7.2523042,112.74083083291245
Surabaya Pusat,Genteng,Puskesmas Peneleh,Neoplasma,26.0,-7.2523042,112.74083083291245
Surabaya Pusat,Genteng,Puskesmas Peneleh,Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun,4.0,-7.2523042,112.74083083291245
Surabaya Pusat,Genteng,Puskesmas Peneleh,"Endokrin, nutrisi dan gangguan metabolik",69.0,-7.2523042,112.74083083291245
Surabaya Pusat,Genteng,Puskesmas Peneleh,Gangguan jiwa dan perilaku,18.0,-7.2523042,112.74083083291245
Surabaya Pusat,Genteng,Puskesmas Peneleh,Penyakit yang mengenai sistem syaraf,22.0,-7.2523042,112.74083083291245
Surabaya Pusat,Genteng,Puskesmas Peneleh,Penyakit mata dan adnexa,86.0,-7.2523042,112.74083083291245
Surabaya Pusat,Genteng,Puskesmas Peneleh,Penyakit telinga dan mastoid,41.0,-7.2523042,112.74083083291245
Surabaya Pusat,Genteng,Puskesmas Peneleh,Penyakit pada sistem sirkulasi,102.0,-7.2523042,112.74083083291245
Surabaya Pusat,Genteng,Puskesmas Peneleh,Penyakit pada sistem pernafasan,661.0,-7.2523042,112.74083083291245
Surabaya Pusat,Genteng,Puskesmas Peneleh,Penyakit pada sistem pencernaan,424.0,-7.2523042,112.74083083291245
Surabaya Pusat,Genteng,Puskesmas Peneleh,Penyakit pada kulit dan jaringan subcutaneous,189.0,-7.2523042,112.74083083291245
Surabaya Pusat,Genteng,Puskesmas Peneleh,Penyakit pada sistem musculoskletal,196.0,-7.2523042,112.74083083291245
Surabaya Pusat,Genteng,Puskesmas Peneleh,Penyakit pada sistem saluran kemih dan genital,36.0,-7.2523042,112.74083083291245
Surabaya Pusat,Genteng,Puskesmas Peneleh,Kehamilan dan kelahiran,6.0,-7.2523042,112.74083083291245
Surabaya Pusat,Genteng,Puskesmas Peneleh,Keadaan yang berasal dari periode perinatal,1.0,-7.2523042,112.74083083291245
Surabaya Pusat,Genteng,Puskesmas Peneleh,"Malformasi kongenital, deformasi dan kelainan chromosom",1.0,-7.2523042,112.74083083291245
Surabaya Pusat,Genteng,Puskesmas Peneleh,"Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain",172.0,-7.2523042,112.74083083291245
Surabaya Pusat,Genteng,Puskesmas Peneleh,"Keracunan, cedera dan beberapa penyebab yang dari luar",54.0,-7.2523042,112.74083083291245
Surabaya Pusat,Genteng,Puskesmas Peneleh,Penyebab morbiditas dan kematian eksternal,1.0,-7.2523042,112.74083083291245
Surabaya Pusat,Genteng,Puskesmas Peneleh,Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan,260.0,-7.2523042,112.74083083291245
Surabaya Utara,Pabean Cantian,Puskesmas Perak Timur,Penyakit Infeksi dan parasit,214.0,-7.222732150000001,112.73546237553921
Surabaya Utara,Pabean Cantian,Puskesmas Perak Timur,Neoplasma,29.0,-7.222732150000001,112.73546237553921
Surabaya Utara,Pabean Cantian,Puskesmas Perak Timur,Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun,22.0,-7.222732150000001,112.73546237553921
Surabaya Utara,Pabean Cantian,Puskesmas Perak Timur,"Endokrin, nutrisi dan gangguan metabolik",52.0,-7.222732150000001,112.73546237553921
Surabaya Utara,Pabean Cantian,Puskesmas Perak Timur,Gangguan jiwa dan perilaku,15.0,-7.222732150000001,112.73546237553921
Surabaya Utara,Pabean Cantian,Puskesmas Perak Timur,Penyakit yang mengenai sistem syaraf,23.0,-7.222732150000001,112.73546237553921
Surabaya Utara,Pabean Cantian,Puskesmas Perak Timur,Penyakit mata dan adnexa,39.0,-7.222732150000001,112.73546237553921
Surabaya Utara,Pabean Cantian,Puskesmas Perak Timur,Penyakit telinga dan mastoid,33.0,-7.222732150000001,112.73546237553921
Surabaya Utara,Pabean Cantian,Puskesmas Perak Timur,Penyakit pada sistem sirkulasi,92.0,-7.222732150000001,112.73546237553921
Surabaya Utara,Pabean Cantian,Puskesmas Perak Timur,Penyakit pada sistem pernafasan,800.0,-7.222732150000001,112.73546237553921
Surabaya Utara,Pabean Cantian,Puskesmas Perak Timur,Penyakit pada sistem pencernaan,439.0,-7.222732150000001,112.73546237553921
Surabaya Utara,Pabean Cantian,Puskesmas Perak Timur,Penyakit pada kulit dan jaringan subcutaneous,160.0,-7.222732150000001,112.73546237553921
Surabaya Utara,Pabean Cantian,Puskesmas Perak Timur,Penyakit pada sistem musculoskletal,259.0,-7.222732150000001,112.73546237553921
Surabaya Utara,Pabean Cantian,Puskesmas Perak Timur,Penyakit pada sistem saluran kemih dan genital,32.0,-7.222732150000001,112.73546237553921
Surabaya Utara,Pabean Cantian,Puskesmas Perak Timur,Kehamilan dan kelahiran,18.0,-7.222732150000001,112.73546237553921
Surabaya Utara,Pabean Cantian,Puskesmas Perak Timur,Keadaan yang berasal dari periode perinatal,6.0,-7.222732150000001,112.73546237553921
Surabaya Utara,Pabean Cantian,Puskesmas Perak Timur,"Malformasi kongenital, deformasi dan kelainan chromosom",5.0,-7.222732150000001,112.73546237553921
Surabaya Utara,Pabean Cantian,Puskesmas Perak Timur,"Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain",83.0,-7.222732150000001,112.73546237553921
Surabaya Utara,Pabean Cantian,Puskesmas Perak Timur,"Keracunan, cedera dan beberapa penyebab yang dari luar",26.0,-7.222732150000001,112.73546237553921
Surabaya Utara,Pabean Cantian,Puskesmas Perak Timur,Penyebab morbiditas dan kematian eksternal,0.0,-7.222732150000001,112.73546237553921
Surabaya Utara,Pabean Cantian,Puskesmas Perak Timur,Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan,681.0,-7.222732150000001,112.73546237553921
Surabaya Timur,Gubeng,Puskesmas Pucangsewu,Penyakit Infeksi dan parasit,177.0,,
Surabaya Timur,Gubeng,Puskesmas Pucangsewu,Neoplasma,30.0,,
Surabaya Timur,Gubeng,Puskesmas Pucangsewu,Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun,7.0,,
Surabaya Timur,Gubeng,Puskesmas Pucangsewu,"Endokrin, nutrisi dan gangguan metabolik",233.0,,
Surabaya Timur,Gubeng,Puskesmas Pucangsewu,Gangguan jiwa dan perilaku,41.0,,
Surabaya Timur,Gubeng,Puskesmas Pucangsewu,Penyakit yang mengenai sistem syaraf,60.0,,
Surabaya Timur,Gubeng,Puskesmas Pucangsewu,Penyakit mata dan adnexa,177.0,,
Surabaya Timur,Gubeng,Puskesmas Pucangsewu,Penyakit telinga dan mastoid,106.0,,
Surabaya Timur,Gubeng,Puskesmas Pucangsewu,Penyakit pada sistem sirkulasi,352.0,,
Surabaya Timur,Gubeng,Puskesmas Pucangsewu,Penyakit pada sistem pernafasan,740.0,,
Surabaya Timur,Gubeng,Puskesmas Pucangsewu,Penyakit pada sistem pencernaan,656.0,,
Surabaya Timur,Gubeng,Puskesmas Pucangsewu,Penyakit pada kulit dan jaringan subcutaneous,177.0,,
Surabaya Timur,Gubeng,Puskesmas Pucangsewu,Penyakit pada sistem musculoskletal,452.0,,
Surabaya Timur,Gubeng,Puskesmas Pucangsewu,Penyakit pada sistem saluran kemih dan genital,86.0,,
Surabaya Timur,Gubeng,Puskesmas Pucangsewu,Kehamilan dan kelahiran,22.0,,
Surabaya Timur,Gubeng,Puskesmas Pucangsewu,Keadaan yang berasal dari periode perinatal,6.0,,
Surabaya Timur,Gubeng,Puskesmas Pucangsewu,"Malformasi kongenital, deformasi dan kelainan chromosom",3.0,,
Surabaya Timur,Gubeng,Puskesmas Pucangsewu,"Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain",255.0,,
Surabaya Timur,Gubeng,Puskesmas Pucangsewu,"Keracunan, cedera dan beberapa penyebab yang dari luar",99.0,,
Surabaya Timur,Gubeng,Puskesmas Pucangsewu,Penyebab morbiditas dan kematian eksternal,2.0,,
Surabaya Timur,Gubeng,Puskesmas Pucangsewu,Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan,577.0,,
Surabaya Selatan,Sawahan,Puskesmas Putat Jaya,Penyakit Infeksi dan parasit,228.0,-7.28142245,112.72236434495444
Surabaya Selatan,Sawahan,Puskesmas Putat Jaya,Neoplasma,14.0,-7.28142245,112.72236434495444
Surabaya Selatan,Sawahan,Puskesmas Putat Jaya,Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun,2.0,-7.28142245,112.72236434495444
Surabaya Selatan,Sawahan,Puskesmas Putat Jaya,"Endokrin, nutrisi dan gangguan metabolik",113.0,-7.28142245,112.72236434495444
Surabaya Selatan,Sawahan,Puskesmas Putat Jaya,Gangguan jiwa dan perilaku,10.0,-7.28142245,112.72236434495444
Surabaya Selatan,Sawahan,Puskesmas Putat Jaya,Penyakit yang mengenai sistem syaraf,43.0,-7.28142245,112.72236434495444
Surabaya Selatan,Sawahan,Puskesmas Putat Jaya,Penyakit mata dan adnexa,74.0,-7.28142245,112.72236434495444
Surabaya Selatan,Sawahan,Puskesmas Putat Jaya,Penyakit telinga dan mastoid,63.0,-7.28142245,112.72236434495444
Surabaya Selatan,Sawahan,Puskesmas Putat Jaya,Penyakit pada sistem sirkulasi,110.0,-7.28142245,112.72236434495444
Surabaya Selatan,Sawahan,Puskesmas Putat Jaya,Penyakit pada sistem pernafasan,554.0,-7.28142245,112.72236434495444
Surabaya Selatan,Sawahan,Puskesmas Putat Jaya,Penyakit pada sistem pencernaan,534.0,-7.28142245,112.72236434495444
Surabaya Selatan,Sawahan,Puskesmas Putat Jaya,Penyakit pada kulit dan jaringan subcutaneous,126.0,-7.28142245,112.72236434495444
Surabaya Selatan,Sawahan,Puskesmas Putat Jaya,Penyakit pada sistem musculoskletal,249.0,-7.28142245,112.72236434495444
Surabaya Selatan,Sawahan,Puskesmas Putat Jaya,Penyakit pada sistem saluran kemih dan genital,40.0,-7.28142245,112.72236434495444
Surabaya Selatan,Sawahan,Puskesmas Putat Jaya,Kehamilan dan kelahiran,27.0,-7.28142245,112.72236434495444
Surabaya Selatan,Sawahan,Puskesmas Putat Jaya,Keadaan yang berasal dari periode perinatal,0.0,-7.28142245,112.72236434495444
Surabaya Selatan,Sawahan,Puskesmas Putat Jaya,"Malformasi kongenital, deformasi dan kelainan chromosom",0.0,-7.28142245,112.72236434495444
Surabaya Selatan,Sawahan,Puskesmas Putat Jaya,"Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain",168.0,-7.28142245,112.72236434495444
Surabaya Selatan,Sawahan,Puskesmas Putat Jaya,"Keracunan, cedera dan beberapa penyebab yang dari luar",39.0,-7.28142245,112.72236434495444
Surabaya Selatan,Sawahan,Puskesmas Putat Jaya,Penyebab morbiditas dan kematian eksternal,0.0,-7.28142245,112.72236434495444
Surabaya Selatan,Sawahan,Puskesmas Putat Jaya,Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan,374.0,-7.28142245,112.72236434495444
Surabaya Timur,Tambaksari,Puskesmas Rangkah,Penyakit Infeksi dan parasit,144.0,-7.24630815,112.76722649999999
Surabaya Timur,Tambaksari,Puskesmas Rangkah,Neoplasma,9.0,-7.24630815,112.76722649999999
Surabaya Timur,Tambaksari,Puskesmas Rangkah,Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun,2.0,-7.24630815,112.76722649999999
Surabaya Timur,Tambaksari,Puskesmas Rangkah,"Endokrin, nutrisi dan gangguan metabolik",66.0,-7.24630815,112.76722649999999
Surabaya Timur,Tambaksari,Puskesmas Rangkah,Gangguan jiwa dan perilaku,3.0,-7.24630815,112.76722649999999
Surabaya Timur,Tambaksari,Puskesmas Rangkah,Penyakit yang mengenai sistem syaraf,33.0,-7.24630815,112.76722649999999
Surabaya Timur,Tambaksari,Puskesmas Rangkah,Penyakit mata dan adnexa,42.0,-7.24630815,112.76722649999999
Surabaya Timur,Tambaksari,Puskesmas Rangkah,Penyakit telinga dan mastoid,50.0,-7.24630815,112.76722649999999
Surabaya Timur,Tambaksari,Puskesmas Rangkah,Penyakit pada sistem sirkulasi,100.0,-7.24630815,112.76722649999999
Surabaya Timur,Tambaksari,Puskesmas Rangkah,Penyakit pada sistem pernafasan,397.0,-7.24630815,112.76722649999999
Surabaya Timur,Tambaksari,Puskesmas Rangkah,Penyakit pada sistem pencernaan,455.0,-7.24630815,112.76722649999999
Surabaya Timur,Tambaksari,Puskesmas Rangkah,Penyakit pada kulit dan jaringan subcutaneous,83.0,-7.24630815,112.76722649999999
Surabaya Timur,Tambaksari,Puskesmas Rangkah,Penyakit pada sistem musculoskletal,248.0,-7.24630815,112.76722649999999
Surabaya Timur,Tambaksari,Puskesmas Rangkah,Penyakit pada sistem saluran kemih dan genital,23.0,-7.24630815,112.76722649999999
Surabaya Timur,Tambaksari,Puskesmas Rangkah,Kehamilan dan kelahiran,4.0,-7.24630815,112.76722649999999
Surabaya Timur,Tambaksari,Puskesmas Rangkah,Keadaan yang berasal dari periode perinatal,5.0,-7.24630815,112.76722649999999
Surabaya Timur,Tambaksari,Puskesmas Rangkah,"Malformasi kongenital, deformasi dan kelainan chromosom",4.0,-7.24630815,112.76722649999999
Surabaya Timur,Tambaksari,Puskesmas Rangkah,"Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain",215.0,-7.24630815,112.76722649999999
Surabaya Timur,Tambaksari,Puskesmas Rangkah,"Keracunan, cedera dan beberapa penyebab yang dari luar",45.0,-7.24630815,112.76722649999999
Surabaya Timur,Tambaksari,Puskesmas Rangkah,Penyebab morbiditas dan kematian eksternal,0.0,-7.24630815,112.76722649999999
Surabaya Timur,Tambaksari,Puskesmas Rangkah,Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan,357.0,-7.24630815,112.76722649999999
Surabaya Utara,Semampir,Puskesmas Sawah Pulo,Penyakit Infeksi dan parasit,137.0,-7.22281235,112.7446747690776
Surabaya Utara,Semampir,Puskesmas Sawah Pulo,Neoplasma,16.0,-7.22281235,112.7446747690776
Surabaya Utara,Semampir,Puskesmas Sawah Pulo,Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun,0.0,-7.22281235,112.7446747690776
Surabaya Utara,Semampir,Puskesmas Sawah Pulo,"Endokrin, nutrisi dan gangguan metabolik",49.0,-7.22281235,112.7446747690776
Surabaya Utara,Semampir,Puskesmas Sawah Pulo,Gangguan jiwa dan perilaku,8.0,-7.22281235,112.7446747690776
Surabaya Utara,Semampir,Puskesmas Sawah Pulo,Penyakit yang mengenai sistem syaraf,24.0,-7.22281235,112.7446747690776
Surabaya Utara,Semampir,Puskesmas Sawah Pulo,Penyakit mata dan adnexa,58.0,-7.22281235,112.7446747690776
Surabaya Utara,Semampir,Puskesmas Sawah Pulo,Penyakit telinga dan mastoid,38.0,-7.22281235,112.7446747690776
Surabaya Utara,Semampir,Puskesmas Sawah Pulo,Penyakit pada sistem sirkulasi,82.0,-7.22281235,112.7446747690776
Surabaya Utara,Semampir,Puskesmas Sawah Pulo,Penyakit pada sistem pernafasan,549.0,-7.22281235,112.7446747690776
Surabaya Utara,Semampir,Puskesmas Sawah Pulo,Penyakit pada sistem pencernaan,411.0,-7.22281235,112.7446747690776
Surabaya Utara,Semampir,Puskesmas Sawah Pulo,Penyakit pada kulit dan jaringan subcutaneous,155.0,-7.22281235,112.7446747690776
Surabaya Utara,Semampir,Puskesmas Sawah Pulo,Penyakit pada sistem musculoskletal,100.0,-7.22281235,112.7446747690776
Surabaya Utara,Semampir,Puskesmas Sawah Pulo,Penyakit pada sistem saluran kemih dan genital,22.0,-7.22281235,112.7446747690776
Surabaya Utara,Semampir,Puskesmas Sawah Pulo,Kehamilan dan kelahiran,6.0,-7.22281235,112.7446747690776
Surabaya Utara,Semampir,Puskesmas Sawah Pulo,Keadaan yang berasal dari periode perinatal,2.0,-7.22281235,112.7446747690776
Surabaya Utara,Semampir,Puskesmas Sawah Pulo,"Malformasi kongenital, deformasi dan kelainan chromosom",3.0,-7.22281235,112.7446747690776
Surabaya Utara,Semampir,Puskesmas Sawah Pulo,"Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain",41.0,-7.22281235,112.7446747690776
Surabaya Utara,Semampir,Puskesmas Sawah Pulo,"Keracunan, cedera dan beberapa penyebab yang dari luar",21.0,-7.22281235,112.7446747690776
Surabaya Utara,Semampir,Puskesmas Sawah Pulo,Penyebab morbiditas dan kematian eksternal,0.0,-7.22281235,112.7446747690776
Surabaya Utara,Semampir,Puskesmas Sawah Pulo,Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan,320.0,-7.22281235,112.7446747690776
Surabaya Selatan,Sawahan,Puskesmas Sawahan,Penyakit Infeksi dan parasit,169.0,-0.9500563,100.3649030965343
Surabaya Selatan,Sawahan,Puskesmas Sawahan,Neoplasma,14.0,-0.9500563,100.3649030965343
Surabaya Selatan,Sawahan,Puskesmas Sawahan,Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun,12.0,-0.9500563,100.3649030965343
Surabaya Selatan,Sawahan,Puskesmas Sawahan,"Endokrin, nutrisi dan gangguan metabolik",89.0,-0.9500563,100.3649030965343
Surabaya Selatan,Sawahan,Puskesmas Sawahan,Gangguan jiwa dan perilaku,14.0,-0.9500563,100.3649030965343
Surabaya Selatan,Sawahan,Puskesmas Sawahan,Penyakit yang mengenai sistem syaraf,9.0,-0.9500563,100.3649030965343
Surabaya Selatan,Sawahan,Puskesmas Sawahan,Penyakit mata dan adnexa,56.0,-0.9500563,100.3649030965343
Surabaya Selatan,Sawahan,Puskesmas Sawahan,Penyakit telinga dan mastoid,41.0,-0.9500563,100.3649030965343
Surabaya Selatan,Sawahan,Puskesmas Sawahan,Penyakit pada sistem sirkulasi,78.0,-0.9500563,100.3649030965343
Surabaya Selatan,Sawahan,Puskesmas Sawahan,Penyakit pada sistem pernafasan,482.0,-0.9500563,100.3649030965343
Surabaya Selatan,Sawahan,Puskesmas Sawahan,Penyakit pada sistem pencernaan,493.0,-0.9500563,100.3649030965343
Surabaya Selatan,Sawahan,Puskesmas Sawahan,Penyakit pada kulit dan jaringan subcutaneous,122.0,-0.9500563,100.3649030965343
Surabaya Selatan,Sawahan,Puskesmas Sawahan,Penyakit pada sistem musculoskletal,206.0,-0.9500563,100.3649030965343
Surabaya Selatan,Sawahan,Puskesmas Sawahan,Penyakit pada sistem saluran kemih dan genital,40.0,-0.9500563,100.3649030965343
Surabaya Selatan,Sawahan,Puskesmas Sawahan,Kehamilan dan kelahiran,8.0,-0.9500563,100.3649030965343
Surabaya Selatan,Sawahan,Puskesmas Sawahan,Keadaan yang berasal dari periode perinatal,2.0,-0.9500563,100.3649030965343
Surabaya Selatan,Sawahan,Puskesmas Sawahan,"Malformasi kongenital, deformasi dan kelainan chromosom",1.0,-0.9500563,100.3649030965343
Surabaya Selatan,Sawahan,Puskesmas Sawahan,"Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain",171.0,-0.9500563,100.3649030965343
Surabaya Selatan,Sawahan,Puskesmas Sawahan,"Keracunan, cedera dan beberapa penyebab yang dari luar",45.0,-0.9500563,100.3649030965343
Surabaya Selatan,Sawahan,Puskesmas Sawahan,Penyebab morbiditas dan kematian eksternal,3.0,-0.9500563,100.3649030965343
Surabaya Selatan,Sawahan,Puskesmas Sawahan,Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan,443.0,-0.9500563,100.3649030965343
Surabaya Barat,Benowo,Puskesmas Sememi,Penyakit Infeksi dan parasit,118.0,-7.2483503,112.6354712
Surabaya Barat,Benowo,Puskesmas Sememi,Neoplasma,16.0,-7.2483503,112.6354712
Surabaya Barat,Benowo,Puskesmas Sememi,Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun,2.0,-7.2483503,112.6354712
Surabaya Barat,Benowo,Puskesmas Sememi,"Endokrin, nutrisi dan gangguan metabolik",92.0,-7.2483503,112.6354712
Surabaya Barat,Benowo,Puskesmas Sememi,Gangguan jiwa dan perilaku,20.0,-7.2483503,112.6354712
Surabaya Barat,Benowo,Puskesmas Sememi,Penyakit yang mengenai sistem syaraf,34.0,-7.2483503,112.6354712
Surabaya Barat,Benowo,Puskesmas Sememi,Penyakit mata dan adnexa,75.0,-7.2483503,112.6354712
Surabaya Barat,Benowo,Puskesmas Sememi,Penyakit telinga dan mastoid,42.0,-7.2483503,112.6354712
Surabaya Barat,Benowo,Puskesmas Sememi,Penyakit pada sistem sirkulasi,50.0,-7.2483503,112.6354712
Surabaya Barat,Benowo,Puskesmas Sememi,Penyakit pada sistem pernafasan,208.0,-7.2483503,112.6354712
Surabaya Barat,Benowo,Puskesmas Sememi,Penyakit pada sistem pencernaan,573.0,-7.2483503,112.6354712
Surabaya Barat,Benowo,Puskesmas Sememi,Penyakit pada kulit dan jaringan subcutaneous,73.0,-7.2483503,112.6354712
Surabaya Barat,Benowo,Puskesmas Sememi,Penyakit pada sistem musculoskletal,153.0,-7.2483503,112.6354712
Surabaya Barat,Benowo,Puskesmas Sememi,Penyakit pada sistem saluran kemih dan genital,46.0,-7.2483503,112.6354712
Surabaya Barat,Benowo,Puskesmas Sememi,Kehamilan dan kelahiran,40.0,-7.2483503,112.6354712
Surabaya Barat,Benowo,Puskesmas Sememi,Keadaan yang berasal dari periode perinatal,3.0,-7.2483503,112.6354712
Surabaya Barat,Benowo,Puskesmas Sememi,"Malformasi kongenital, deformasi dan kelainan chromosom",1.0,-7.2483503,112.6354712
Surabaya Barat,Benowo,Puskesmas Sememi,"Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain",132.0,-7.2483503,112.6354712
Surabaya Barat,Benowo,Puskesmas Sememi,"Keracunan, cedera dan beberapa penyebab yang dari luar",38.0,-7.2483503,112.6354712
